model_id,alpha,l1_ratio,rmse,mae,r2
de6dc3ac-7fc6-4c57-beef-e8608f9f8c1a,0.4,0.5,0.811860217966664,0.6201289096789472,0.14560307969568642
4b4569f6-f073-4e37-b3eb-80c7a6d98ff1,0.5,0.5,0.8217804017199039,0.6242239523540931,0.12459562709321959
